 User_ID 	Br_Area 	Br_ DArea	Rb_Area 	Rb_ DArea	Sr_Area 	Sr_ DArea	Zr_Area 	Zr_ DArea	Ru_Area 	Ru_ DArea	Rh_Area 	Rh_ DArea	Mg_Area 	Mg_ DArea	Al_Area 	Al_ DArea	Si_Area 	Si_ DArea	S_Area 	S_ DArea	K_Area 	K_ DArea	Ca_Area 	Ca_ DArea	Ti_Area 	Ti_ DArea	Fe_Area 	Fe_ DArea
203	1451	43	867	46	24014	164	3265	158	14546	238	15365	248	133	16	1349	41	14461	123	1395	57	8315	116	227042	483	3593	84	26557	184
204	1279	41	928	47	24331	165	3422	157	14430	237	15753	246	155	16	1403	42	14545	124	1339	58	8449	116	226312	482	3531	84	25889	182
205	1302	41	1010	47	23889	162	3181	112	14431	233	15326	245	136	17	1313	41	13663	120	1516	59	8156	114	222980	479	3289	83	26003	183
206	1461	43	972	47	24284	164	3171	158	14395	238	15185	247	101	15	1364	41	13955	121	1570	58	8282	116	226162	482	3375	82	26285	183
207	1311	1	958	1	23843	5	3500	4	13856	7	15938	8	155	17	1433	42	14932	125	1507	58	8577	116	230137	486	3536	84	27059	185
208	1327	42	907	46	24102	164	2968	175	13947	237	15601	247	128	15	1486	43	14797	125	1602	59	8640	116	232008	488	3482	83	26542	185
209	1352	42	943	46	24097	163	3443	178	14079	237	15694	247	148	16	1397	42	14279	123	1560	59	8666	117	231474	488	3397	83	26676	185
210	1317	41	912	47	24325	165	3250	158	14508	237	15443	246	120	15	1455	42	13576	120	1602	60	8347	116	227785	484	3344	83	25455	181
211	1320	41	875	46	24406	164	3485	179	14307	238	15642	248	121	16	1257	40	13319	119	1541	58	8037	113	225108	481	3253	82	24849	179
212	1288	1	885	1	24214	5	3009	3	13926	7	15379	8	149	17	1299	41	13555	120	1553	59	8101	114	231900	488	3271	83	25337	181
213	1254	41	853	45	23730	163	2940	177	14293	235	15148	245	125	14	1331	40	13142	118	1500	58	7994	113	228640	485	3243	82	24620	179
214	1438	43	770	44	24721	165	3174	110	14317	232	15580	244	147	17	1361	42	13717	121	1573	60	8146	115	236187	493	3231	82	25797	182
215	1443	43	860	46	24710	165	2951	177	14612	240	15680	249	151	15	1442	42	13721	120	1567	59	7962	114	235684	492	3500	83	25288	181
216	1515	44	918	47	25078	166	3027	120	14674	234	15704	246	114	16	1322	42	13766	121	1568	59	8080	113	230342	486	3246	82	24948	180
217	1511	44	899	47	24558	165	3079	174	14036	240	15776	249	139	16	1346	41	13848	121	1561	58	8403	115	227148	483	3327	82	25614	182
218	1508	43	942	48	25054	166	3439	181	14457	241	15597	251	117	16	1359	42	14549	124	1503	59	8316	116	234099	490	3419	83	25329	181
219	1445	42	789	46	25331	167	3098	156	13921	236	15507	245	140	16	1485	43	15010	125	1598	59	8381	116	241000	497	3491	83	25077	180
220	1243	41	859	47	25259	167	3183	181	14115	238	15971	249	138	17	1501	44	15481	128	1478	58	8452	116	242962	499	3394	83	25173	180
221	1324	42	871	46	24991	166	3211	120	14293	233	15775	246	143	17	1354	42	14378	123	1550	59	8342	116	240088	497	3267	82	25034	180
222	1376	1	845	1	25051	5	2840	4	13659	7	15604	8	140	16	1430	42	14534	124	1729	60	8418	116	240126	497	3180	82	25018	180
223	1303	1	870	1	24940	5	3195	3	14247	7	16511	8	81	15	1413	43	14138	122	1600	60	8220	115	235544	492	3265	82	24750	180
224	1449	43	928	48	24481	166	2793	174	14341	239	15930	247	142	17	1399	42	13746	121	1709	60	8025	114	231764	488	3312	82	24883	180
225	1453	43	856	46	25303	167	2785	177	14408	239	16129	249	127	15	1402	41	13629	120	1624	60	7816	113	234769	491	3351	82	24148	178
226	1370	41	903	46	24659	165	2867	157	14315	237	16040	247	93	15	1281	40	13252	118	1713	59	7695	113	226699	483	3273	81	23907	177
227	1359	1	894	1	24056	5	2828	3	14306	7	15209	8	134	15	1301	41	13129	118	1732	60	7865	114	228296	485	3112	82	24391	178
228	1457	43	772	46	24751	166	2980	178	14057	239	15503	249	98	16	1351	42	13332	119	1703	60	7929	113	227011	483	2987	81	24414	178
229	1359	42	795	46	24725	166	2887	173	13958	237	16039	247	136	17	1315	41	13878	121	1707	60	7972	115	227828	484	3210	82	24408	178
230	1358	41	850	46	23691	163	2896	178	14668	239	15678	248	128	15	1257	40	12454	115	1798	61	7468	110	219118	475	3145	82	24208	178
231	1642	44	831	46	24256	164	2908	119	14137	232	15349	245	107	16	1231	40	12947	117	1917	62	7776	113	221183	477	3128	82	24897	180
232	1600	44	846	46	24758	165	3041	120	14821	235	16017	247	105	15	1206	39	13073	117	2007	63	7909	113	221222	477	3219	81	25193	181
233	1514	44	845	46	24586	166	3223	175	14503	241	15748	249	102	15	1464	42	13438	119	1654	60	7846	112	224562	480	3199	82	24206	178
234	1586	45	866	47	24760	166	3138	178	14539	242	15572	248	141	1	1356	1	13086	4	1836	2	8056	4	225711	15	3529	3	24625	6
235	1541	44	735	45	25280	167	2874	119	13953	229	15850	241	113	16	1278	41	12803	117	1811	61	7788	112	220108	476	3291	82	24158	177
236	1293	41	796	44	24397	165	2387	165	13411	229	15247	241	113	15	1170	38	12029	113	1672	60	7066	108	202687	457	2976	79	21831	170
237	1400	42	869	46	24033	163	2806	171	14207	235	15352	243	145	16	1276	40	12773	117	1793	60	7593	111	213347	468	3120	80	22944	174
238	1397	41	961	46	24873	166	2804	175	13900	237	14862	246	154	16	1343	41	12987	117	1797	61	7836	112	228265	484	3235	82	23551	176
239	1311	41	832	46	24740	166	2794	174	14078	235	14933	245	124	16	1140	39	12120	114	1905	62	7840	112	222309	478	3100	82	23754	177
240	1424	42	817	46	24737	165	3246	179	14093	237	15192	247	134	16	1171	39	12530	115	1935	62	7732	112	218601	474	3260	81	23727	176
241	1327	41	809	44	24844	165	2934	109	13909	228	15476	242	132	15	1298	40	12955	117	1828	62	7746	112	223460	479	3289	83	23816	177
242	1293	41	826	45	24902	166	2548	177	14187	236	15846	246	151	15	1303	40	12838	117	1952	62	7543	112	222262	478	3212	81	23917	177
243	1289	40	834	46	25555	168	3493	180	13879	235	15299	244	125	16	1251	40	12621	116	1940	62	8129	114	217842	473	3224	82	25033	181
244	1324	1	842	1	24745	5	3197	4	14050	7	15814	8	142	15	1184	39	12318	114	1949	61	7882	112	217326	473	3173	82	24346	178
245	1377	42	849	46	25709	168	2919	110	13932	229	15098	243	128	16	1384	42	13602	120	1907	62	8137	115	232542	489	3272	83	24768	180
246	1236	40	932	46	25773	169	3084	177	13885	235	15740	247	110	16	1177	39	11741	112	1868	62	7523	111	220745	476	2958	80	22903	174
247	1314	41	912	45	25766	168	2974	110	14017	228	15174	242	99	14	1212	39	12664	116	1869	62	7640	112	225992	482	3190	82	23500	176
248	1237	40	800	45	25319	168	3155	174	14029	235	16026	247	109	16	1210	40	12486	115	1890	61	7827	114	231910	488	2935	79	23714	177
249	1220	40	776	45	24823	166	2742	154	13700	233	15809	245	108	15	1087	37	11404	110	1924	61	7263	111	218293	474	2998	81	22598	173
250	1393	1	842	1	24300	5	2815	3	14409	7	15543	8	111	0	1019	1	10597	3	1945	2	6642	3	207906	15	2877	2	21634	5
251	1551	44	916	46	23956	163	3317	179	14598	241	16098	247	104	15	1153	39	11641	111	1934	61	7413	110	213820	469	3126	81	23178	175
252	1475	43	735	45	23660	163	3039	177	14487	239	15246	246	132	15	1098	37	11049	108	1876	62	7180	109	207372	462	3069	80	23324	176
253	1392	42	864	46	23122	160	3069	110	14707	229	15474	243	105	15	1003	36	10268	104	1869	61	6775	107	198534	452	2963	80	22285	172
254	1336	41	771	44	24021	163	3005	174	13491	234	15092	245	134	16	1193	39	11406	110	2058	62	6971	109	211963	467	2997	80	21692	171
255	1387	41	812	45	24569	165	3081	176	14081	238	15252	247	109	13	1106	37	11014	108	2051	62	7115	110	210657	466	3094	81	22893	174
256	1583	44	779	45	23319	161	3280	120	14153	232	15324	244	136	15	1142	38	11822	112	2100	63	7323	111	209767	465	3108	80	24538	180
257	1616	44	902	46	23656	162	3104	119	14567	232	15693	244	114	14	1128	37	11698	111	2093	64	7307	110	209226	464	3256	83	24762	180
258	1603	45	774	45	23505	162	3091	173	14291	239	14940	244	98	0	1171	1	12274	4	2136	2	7613	3	216723	15	3255	3	24264	6
259	1707	45	822	46	23127	160	3074	110	13953	229	15567	241	137	16	1221	40	12658	116	2089	63	7771	113	217134	473	3363	82	24720	179
260	1624	45	822	47	23950	163	2967	156	14266	236	15585	245	115	16	1097	38	11811	112	2138	63	7494	111	211412	466	3139	81	23951	177
261	1545	1	957	2	23890	5	3038	4	14424	7	15541	8	104	15	1311	41	13576	120	1874	62	8159	114	221396	477	3273	83	25532	182
262	1608	1	883	1	23910	5	3253	4	13833	7	15407	8	117	17	1334	41	13602	120	1973	62	7925	113	221538	477	3555	84	25598	182
263	1694	46	815	46	23553	162	3006	157	14575	238	15448	245	130	16	1298	40	13540	119	1912	62	8161	113	224580	480	3541	84	24459	178
264	1579	1	837	1	23114	5	3146	3	14414	7	15217	8	135	16	1243	40	12886	117	1992	62	7883	113	220036	476	3183	82	24373	178
265	1774	46	834	46	22973	159	2930	110	14363	231	15181	242	120	16	1152	39	12477	115	1972	62	7746	112	215757	471	3466	83	24650	180
266	1579	1	898	1	22915	5	2887	3	13989	7	15079	8	96	14	1204	39	12417	114	1867	61	7697	112	212918	468	3244	82	24273	178
267	1771	46	902	46	22727	159	2844	109	14600	232	15292	243	89	14	1102	38	12211	114	1975	62	7979	114	210359	465	3403	83	25293	181
268	1733	46	765	45	22941	160	3303	110	14536	230	16142	242	121	15	1216	39	12486	115	2005	62	8219	114	214480	470	3442	83	24801	180
269	1807	47	890	46	22726	159	3075	110	14630	232	15208	243	117	16	1162	39	12469	115	1882	61	7967	112	213411	468	3359	83	25447	182
270	1648	45	953	47	22508	158	3274	118	14107	232	15025	242	134	15	1188	39	12716	116	2044	62	7895	113	212379	467	3199	82	24777	179
271	1538	44	758	45	21616	156	3284	155	14140	234	15014	242	109	15	1009	36	11391	110	2069	63	7293	109	202343	456	3164	81	23986	177
272	1613	44	829	45	21476	154	2769	107	14155	226	14485	238	101	14	1100	37	11689	111	1881	61	7174	109	201640	455	3176	80	23842	176
273	1733	46	799	44	21788	155	2838	153	14084	234	15254	241	121	15	1118	38	11635	111	2026	62	7343	109	198490	452	3184	81	24002	177
274	1563	44	783	45	20724	152	2765	116	14219	229	15004	240	69	13	904	35	10602	106	1971	61	6972	107	191748	445	2941	80	23399	176
275	1635	45	840	45	21113	153	2814	151	13965	234	14623	240	81	15	1004	37	10668	107	1921	61	6745	106	191227	444	2986	79	22648	172
276	1731	46	833	46	21006	153	3332	174	14059	237	15247	242	55	13	936	36	10326	105	2117	62	6755	108	189830	442	3148	80	22805	173
277	1768	46	783	46	20551	152	2847	107	14492	228	14583	239	109	15	1019	37	11023	108	1907	62	7249	109	195197	448	3045	80	23585	176
278	1810	47	883	47	21234	154	2587	152	14304	235	14820	240	90	15	1040	37	11506	110	2004	62	7422	111	201868	456	3117	80	23463	176
279	1796	47	834	46	21612	155	2699	151	13632	233	14204	240	111	15	1030	37	10936	108	1951	62	7385	110	202949	457	3148	81	23636	175
280	1734	46	823	45	22073	156	2692	107	13303	226	14568	238	79	14	928	35	10122	104	1848	61	6705	106	192708	445	2781	77	21902	170
281	1863	47	904	46	20783	152	2885	116	14052	229	14515	238	96	15	1010	36	10842	107	1879	60	7193	107	192539	445	3009	79	22881	173
282	1784	46	836	44	20903	152	2667	107	13813	225	14573	238	85	13	1011	36	10706	107	1911	60	6931	107	188873	441	3043	79	22787	173
283	1895	47	803	47	21760	157	3038	171	14788	239	15260	242	111	15	1013	36	10264	105	1831	61	6769	106	194106	447	2929	78	21790	170
284	1706	46	801	45	21878	156	2487	106	13647	226	14198	238	125	14	1179	38	11211	109	1995	61	7049	108	199716	453	3049	79	22483	171
285	1722	46	765	44	21855	156	2534	115	14211	231	14582	240	108	0	1170	1	11965	4	1697	2	7270	3	206007	15	3012	3	22713	5
286	1842	1	845	1	22299	5	2778	3	14474	7	14532	8	113	15	1188	39	12128	113	1838	61	7630	111	208797	463	3029	80	23346	174
287	1536	44	859	46	23014	160	2861	154	14175	236	15416	245	110	1	1475	1	14924	4	1894	2	8455	4	226735	15	3219	3	23951	5
288	1412	42	849	45	23000	159	2873	117	13570	228	15741	242	120	16	1430	42	13957	121	1861	61	8242	115	224856	481	3221	80	23248	174
289	1572	44	846	45	23013	160	2936	107	14054	229	15379	243	101	15	1352	41	13617	120	1809	60	7790	111	214315	469	3122	79	22140	171
291	1502	43	942	47	24095	164	2890	178	14812	240	15736	248	110	14	1181	38	11675	111	1877	60	7124	108	213029	468	2541	75	22062	169
292	1441	43	907	47	23324	161	2853	175	13842	239	14573	246	109	15	1196	39	11985	113	1598	58	7081	107	211061	465	2794	77	21381	168
293	1565	44	871	46	23651	162	3227	156	14140	235	15541	244	125	16	1292	41	12720	116	1814	60	7428	111	211913	467	3117	80	22978	173
294	1586	1	913	1	22294	5	2601	3	13604	7	14899	8	118	16	1214	40	12638	116	1809	60	7335	109	207858	462	2685	77	22682	171
295	1599	46	875	47	22427	159	2963	176	13798	237	15351	247	126	15	1394	42	13399	119	1856	61	7643	111	220955	476	3120	80	23342	175
296	1778	46	840	46	22221	158	3192	156	14178	238	15711	245	121	15	1225	39	12321	114	2021	61	7402	109	206416	461	2965	78	23327	174
297	1755	46	848	48	22002	157	3419	178	14341	241	15705	248	126	15	1099	38	12114	113	1897	61	7466	109	199659	453	2871	79	23185	174
298	1743	46	954	48	22215	158	3619	121	14387	233	15192	242	105	15	1296	41	12744	116	1776	60	7538	110	208556	463	3226	80	23572	175
299	1789	1	957	1	23199	5	2866	3	13650	7	15019	8	86	0	1116	1	12037	4	1868	2	7324	3	209144	15	2939	2	22901	5
300	1741	46	791	46	22665	159	2687	155	13795	237	15078	243	88	13	1001	35	9688	102	1624	58	6115	102	193130	445	2594	75	20440	164
301	1769	47	842	46	22427	158	2811	174	13655	238	14825	244	72	14	1074	38	11111	109	1729	59	6870	107	196229	449	2849	77	21778	169
302	1704	46	818	45	22536	159	2860	115	13961	228	14749	239	102	0	957	1	9845	3	1712	2	5931	3	192767	14	2425	2	19635	5
303	1725	1	862	1	23093	5	2936	3	14292	7	15363	8	132	16	1081	38	11325	110	1981	62	7176	108	210355	465	2702	77	21685	169
304	1709	46	860	46	22638	159	2730	174	14249	239	15836	246	88	14	1038	36	10502	106	1759	59	6536	104	195885	449	2567	76	20419	164
305	1659	45	774	45	22368	158	3066	176	13988	238	15161	243	121	14	1052	36	10386	105	1831	60	6670	105	197931	451	2613	76	21126	166
306	1584	1	812	1	22708	5	2635	3	13482	7	15337	8	121	14	1140	37	11009	108	1802	60	6576	104	195098	448	2609	75	20078	163
307	1726	47	857	46	23004	160	2346	167	13781	236	14919	243	107	14	1111	38	11319	109	2101	62	6930	106	205080	459	2569	75	20777	165
308	1802	46	794	46	23334	161	2508	169	13883	237	15046	244	105	15	1111	38	10925	108	1831	60	6525	105	204751	458	2686	76	20364	164
309	1648	44	889	46	22757	159	2847	117	13584	227	14633	239	102	15	1055	37	11019	108	1868	61	6337	104	200824	454	2443	73	20460	164
310	1620	1	819	1	23717	5	2713	3	13767	7	15567	8	114	15	1168	39	11789	112	1898	61	6647	106	215978	471	2549	76	20338	164
311	1578	44	811	46	24050	163	2326	167	13791	236	14941	243	116	14	1119	38	11256	109	1921	61	6823	106	217177	472	2546	75	20325	164
312	1643	1	777	1	23751	5	2712	3	13681	7	15410	8	119	16	1091	38	11536	111	2196	63	6764	107	219693	475	2683	77	21442	168
313	1611	44	878	46	24410	164	2382	150	13656	233	14849	241	88	14	951	35	9930	103	1792	60	6174	102	201864	455	2358	73	18776	159
314	1671	1	849	1	24455	5	2029	3	13802	7	14746	8	111	0	1039	1	10367	3	1991	2	6546	3	207551	15	2499	2	20115	5
315	1572	45	788	45	25224	167	2502	108	13785	228	15094	241	133	15	1041	37	10545	106	1864	61	6348	105	217937	473	2407	74	20192	164
316	1528	44	828	46	24653	165	2549	116	13805	227	15598	241	102	16	1277	41	12941	117	2021	64	7347	111	234684	491	2773	78	22085	171
317	1630	45	790	45	25573	168	2554	174	13795	237	15511	246	145	16	1162	38	12717	116	1926	63	7473	110	240753	496	2683	77	21138	168
318	1485	44	810	46	25916	169	2532	171	13617	235	15405	245	100	16	1313	42	13062	118	2054	64	7898	113	249662	506	2923	80	21166	169
319	1381	42	774	44	26261	170	2252	173	13891	236	15495	245	159	15	1161	38	11150	109	1857	61	7204	109	235456	491	2476	76	20562	166
320	1459	42	723	44	26115	169	2420	172	13385	234	15316	243	92	15	1074	37	10618	106	1778	61	6701	106	226807	482	2353	74	19265	161
321	1347	42	800	45	25353	167	2201	149	13714	231	15322	241	138	15	1194	39	11998	113	1802	62	6891	109	238355	494	2522	75	19870	163
322	1415	1	786	1	24778	5	2252	3	13647	7	15249	8	117	15	1132	38	11498	111	1921	62	7133	109	236946	493	2493	75	19936	164
323	1490	44	849	45	24220	164	2647	174	14338	235	15538	243	118	15	1094	38	11211	109	2060	62	6965	107	221980	477	2579	75	20629	166
324	1431	42	750	45	25725	168	2240	170	13878	234	15826	244	129	15	1301	40	12665	116	1968	63	7513	111	240934	497	2618	76	20623	166
325	1453	42	772	45	25081	166	2460	172	13358	233	15638	244	116	15	1213	39	12270	114	2034	63	7140	109	234512	490	2595	76	21617	169
326	1502	44	852	46	24917	166	2744	154	13536	232	15149	242	114	16	1216	40	12412	115	2329	65	7234	109	227309	483	2778	76	21971	170
327	1428	43	845	45	25589	168	2316	174	14096	236	15286	245	156	17	1464	43	14008	121	1991	62	7924	113	248521	504	2745	77	21549	169
328	1445	43	782	44	24490	164	2530	150	13195	230	15274	240	104	14	1005	35	9815	102	1486	56	5936	101	191834	444	2171	71	18780	158
329	1366	42	762	44	24826	165	2313	106	13585	226	14997	239	94	15	816	34	8589	96	1444	56	4920	94	184535	435	1892	67	16585	150
330	1337	42	724	44	25333	167	2209	172	13294	233	15257	244	95	15	1219	39	11905	112	1743	60	6880	107	225015	480	2454	74	19670	162
331	1540	44	725	43	22335	157	2433	147	12675	225	14493	236	103	14	796	33	7995	93	1967	60	4970	94	173469	422	1986	68	20630	164
332	1486	1	684	1	24718	5	2094	3	13669	7	15246	8	109	15	904	35	9188	99	1613	58	5507	99	197616	450	2106	69	17732	154
333	1477	43	852	45	25856	168	2101	149	13527	231	14964	241	127	16	1114	38	11474	110	1785	60	6998	106	226571	481	2480	75	19698	162
334	1536	44	824	45	26038	170	2427	152	14041	232	15709	244	143	16	1356	41	13783	121	2093	63	7540	112	244957	501	2757	78	23357	174
335	1526	44	798	46	27024	173	2281	171	13634	234	15168	244	151	15	1360	40	13245	118	1892	62	7250	110	245334	501	2611	76	21078	168
336	1364	42	790	45	26309	170	1980	166	13441	232	15824	242	130	15	1257	39	12012	113	1891	61	7045	107	232572	488	2514	75	19873	163
337	1378	42	953	46	26192	170	2381	151	13007	229	14347	239	67	14	935	35	9904	103	1437	57	6205	103	206559	460	2394	73	18359	157
338	1491	43	818	45	26432	170	2423	150	13488	232	14758	241	103	15	1146	38	11283	110	1675	59	6723	108	226839	482	2450	74	19034	161
339	1494	43	777	45	26547	171	2460	172	13363	233	15454	242	100	14	1238	39	12198	113	2050	63	7326	110	236182	492	2666	76	21247	168
340	1418	42	844	45	26334	170	2497	108	13650	225	15016	239	122	16	1255	41	12454	115	2009	64	7338	111	242704	499	2694	77	21958	171
341	1604	44	771	46	25235	167	2340	116	13311	227	14587	239	96	14	1158	38	11139	109	1903	63	6937	109	231544	487	2650	76	20875	167
342	1471	43	820	45	26110	169	2548	152	13788	231	15125	241	109	15	870	34	9803	102	1849	59	6340	104	210147	464	2516	74	19717	162
343	1501	43	917	47	26660	171	2455	173	13796	235	14924	244	95	14	1120	38	11012	108	1911	62	6913	108	223708	479	2682	76	21201	167
344	1401	42	767	46	26335	170	2492	171	13626	233	14785	243	82	14	1061	37	10617	106	1751	60	6556	105	214186	469	2385	73	21434	167
345	1437	43	802	45	25862	169	2826	173	13542	233	15356	242	119	15	1139	38	11528	110	2013	61	6910	106	223609	478	2498	75	21946	170
346	1310	41	896	46	26810	172	2493	152	14144	232	14817	241	155	17	1431	42	13906	121	2015	61	8106	114	251313	507	3128	80	22875	173
347	1338	41	725	44	25972	170	2710	172	13487	232	15189	243	138	16	1321	41	13274	119	2273	65	7668	113	242401	499	2771	78	23995	177
348	1430	42	825	46	27073	173	2707	176	13398	234	14852	244	152	16	1399	42	13908	121	1779	61	8131	114	250341	506	2958	79	22561	172
349	1516	44	828	45	26287	170	2334	116	13092	225	14517	238	135	16	1176	39	11551	111	2040	63	7220	110	232419	488	2628	75	21947	170
350	1389	1	904	1	26972	5	2829	3	13306	7	15179	8	86	0	1172	1	11986	4	1791	2	7636	3	234075	15	2948	2	21467	5
351	1374	42	808	45	26091	169	2658	116	13097	224	14715	237	107	15	1125	38	11021	108	1617	59	7117	109	222796	478	2674	76	21157	167
352	1123	1	859	1	26210	5	2617	3	13601	7	15320	8	94	16	1312	41	12786	117	1565	60	7648	111	230730	486	3082	78	22419	171
353	1422	42	835	45	26762	171	2591	151	13751	231	15034	239	102	15	1139	39	11813	112	1938	63	7484	112	245768	502	2644	77	22274	171
354	1147	39	992	45	25849	168	2642	118	13106	224	14640	238	128	1	1316	1	13773	4	1749	2	8176	4	247280	16	3303	3	24713	6
355	1058	37	955	46	24828	166	2682	174	13196	228	14733	240	135	16	1448	42	14237	122	1632	60	8778	118	237085	493	3412	82	25557	181
356	1350	41	880	45	24622	164	2658	170	13340	230	14725	239	141	1	1297	1	13846	4	1929	2	8051	4	235549	16	2941	2	25232	6
357	1039	37	912	45	24156	163	2888	107	12870	221	14652	235	160	16	1397	41	14216	122	1627	59	8347	115	224809	480	3182	80	24647	177
358	973	37	804	45	23696	162	2643	152	12896	224	14457	235	118	15	1388	42	13910	121	1629	59	8429	116	228094	484	3383	81	25409	180
359	1007	37	816	44	24289	164	2743	171	13145	225	14591	236	123	0	1198	1	11572	3	1717	2	7178	3	222620	15	2875	2	22402	5
