Depth sed [m]	Age [ka BP]	Ti/terr	K/terr	Terr/Ca
6.770	131.010	0.474	0.391	0.094
6.772	131.078	0.494	0.365	0.112
6.774	131.146	0.490	0.379	0.117
6.776	131.214	0.469	0.403	0.105
6.778	131.282	0.448	0.411	0.097
6.780	131.350	0.446	0.407	0.096
6.782	131.418	0.502	0.362	0.129
6.784	131.486	0.510	0.368	0.130
6.786	131.552	0.495	0.379	0.124
6.788	131.616	0.479	0.386	0.123
6.790	131.680	0.475	0.388	0.117
6.792	131.748	0.473	0.392	0.112
6.794	131.816	0.488	0.379	0.121
6.796	131.884	0.495	0.373	0.112
6.798	131.952	0.494	0.379	0.116
6.800	132.020	0.513	0.357	0.129
6.802	132.088	0.498	0.369	0.128
6.804	132.156	0.503	0.365	0.141
6.806	132.224	0.496	0.363	0.139
6.808	132.292	0.491	0.376	0.141
6.810	132.360	0.487	0.384	0.143
6.812	132.428	0.437	0.421	0.102
6.814	132.496	0.495	0.373	0.145
6.816	132.564	0.489	0.379	0.152
6.818	132.632	0.469	0.386	0.140
6.820	132.700	0.475	0.388	0.144
6.822	132.768	0.475	0.380	0.153
6.824	132.836	0.479	0.383	0.149
6.826	132.904	0.485	0.376	0.162
6.828	132.972	0.480	0.392	0.144
6.830	133.040	0.480	0.389	0.138
6.832	133.108	0.479	0.386	0.141
6.834	133.176	0.485	0.389	0.140
6.836	133.244	0.488	0.379	0.152
6.838	133.312	0.485	0.388	0.149
6.840	133.380	0.483	0.381	0.143
6.842	133.448	0.480	0.389	0.137
6.844	133.516	0.464	0.403	0.139
6.846	133.583	0.469	0.395	0.138
6.848	133.649	0.482	0.386	0.143
6.850	133.715	0.481	0.386	0.131
6.852	133.781	0.468	0.399	0.123
6.854	133.847	0.469	0.393	0.129
6.856	133.914	0.469	0.396	0.126
6.858	133.982	0.455	0.408	0.125
6.860	134.050	0.463	0.395	0.130
6.862	134.118	0.463	0.398	0.128
6.864	134.186	0.455	0.406	0.124
6.866	134.254	0.454	0.413	0.120
6.868	134.322	0.444	0.416	0.119
6.870	134.390	0.445	0.426	0.117
6.872	134.458	0.451	0.421	0.114
6.874	134.526	0.442	0.423	0.111
6.876	134.594	0.460	0.406	0.118
6.878	134.662	0.462	0.402	0.124
6.880	134.730	0.446	0.416	0.116
6.882	134.830	0.438	0.423	0.111
6.884	134.930	0.439	0.422	0.110
6.886	135.029	0.440	0.420	0.106
6.888	135.127	0.431	0.431	0.107
6.890	135.225	0.449	0.411	0.112
6.892	135.323	0.445	0.421	0.108
6.894	135.421	0.438	0.423	0.110
6.896	135.478	0.438	0.420	0.103
6.898	135.494	0.434	0.421	0.102
6.900	135.510	0.434	0.422	0.109
6.902	135.526	0.437	0.426	0.103
6.904	135.542	0.428	0.432	0.099
6.906	135.559	0.435	0.425	0.105
6.908	135.576	0.436	0.429	0.101
6.910	135.593	0.443	0.421	0.104
6.912	135.610	0.442	0.419	0.102
6.914	135.627	0.444	0.422	0.100
6.916	135.644	0.449	0.416	0.092
6.918	135.661	0.437	0.411	0.091
6.920	135.678	0.429	0.426	0.097
6.922	135.695	0.441	0.422	0.102
6.924	135.712	0.439	0.422	0.102
6.926	135.729	0.428	0.422	0.099
6.928	135.747	0.434	0.418	0.098
6.930	135.765	0.428	0.421	0.104
6.932	135.783	0.433	0.423	0.104
6.934	135.801	0.438	0.420	0.104
6.936	135.819	0.437	0.418	0.101
6.938	135.836	0.436	0.420	0.099
6.940	135.853	0.432	0.421	0.103
6.942	135.871	0.458	0.411	0.108
6.944	135.888	0.452	0.410	0.117
6.946	135.905	0.447	0.411	0.127
6.948	135.923	0.463	0.404	0.134
6.950	135.940	0.452	0.414	0.124
6.952	135.957	0.457	0.413	0.124
6.954	135.975	0.457	0.409	0.131
6.956	135.992	0.455	0.412	0.135
6.958	136.009	0.459	0.411	0.136
6.960	136.027	0.454	0.410	0.137
6.962	136.044	0.470	0.409	0.137
6.964	136.061	0.475	0.401	0.143
6.966	136.078	0.480	0.396	0.155
6.968	136.094	0.463	0.408	0.151
6.970	136.110	0.463	0.404	0.148
6.972	136.126	0.460	0.412	0.149
6.974	136.142	0.457	0.413	0.130
6.976	136.159	0.448	0.419	0.116
6.978	136.177	0.439	0.424	0.119
6.980	136.195	0.455	0.414	0.116
6.982	136.213	0.446	0.416	0.111
6.984	136.231	0.445	0.418	0.113
6.986	136.249	0.440	0.420	0.106
6.988	136.267	0.455	0.413	0.117
6.990	136.285	0.452	0.422	0.113
6.992	136.303	0.449	0.428	0.105
6.994	136.321	0.431	0.435	0.097
6.996	136.338	0.430	0.440	0.100
6.998	136.354	0.437	0.437	0.109
7.000	136.370	0.433	0.433	0.108
7.002	136.386	0.441	0.418	0.107
7.004	136.402	0.433	0.424	0.104
7.006	136.418	0.435	0.422	0.090
7.008	136.434	0.426	0.435	0.093
7.010	136.450	0.412	0.430	0.078
7.012	136.471	0.411	0.443	0.071
7.014	136.492	0.406	0.449	0.068
7.016	136.513	0.428	0.426	0.069
7.018	136.534	0.403	0.436	0.075
7.020	136.555	0.410	0.433	0.081
7.022	136.576	0.418	0.430	0.088
7.024	136.597	0.418	0.432	0.084
7.026	136.618	0.427	0.427	0.096
7.028	136.639	0.433	0.440	0.095
7.030	136.660	0.419	0.431	0.099
7.032	136.681	0.429	0.438	0.095
7.034	136.702	0.431	0.432	0.099
7.036	136.723	0.427	0.434	0.099
7.038	136.744	0.424	0.440	0.095
7.040	136.765	0.429	0.438	0.093
7.042	136.786	0.423	0.444	0.092
7.044	136.807	0.416	0.453	0.084
7.046	136.828	0.435	0.430	0.086
7.048	136.849	0.414	0.450	0.088
7.050	136.870	0.419	0.447	0.091
7.052	136.891	0.415	0.448	0.095
7.054	136.912	0.418	0.448	0.094
7.056	136.933	0.429	0.444	0.091
7.058	136.954	0.427	0.434	0.096
7.060	136.975	0.447	0.422	0.098
7.062	136.996	0.432	0.436	0.099
7.064	137.017	0.439	0.430	0.097
7.066	137.038	0.429	0.438	0.098
7.068	137.059	0.426	0.438	0.097
7.070	137.080	0.432	0.435	0.089
7.072	137.101	0.433	0.427	0.092
7.074	137.122	0.438	0.431	0.095
7.076	137.143	0.454	0.416	0.095
7.078	137.164	0.429	0.446	0.088
7.080	137.185	0.428	0.435	0.091
7.082	137.206	0.410	0.452	0.081
7.084	137.227	0.430	0.436	0.088
7.086	137.248	0.434	0.432	0.091
7.088	137.269	0.438	0.429	0.087
7.090	137.290	0.428	0.445	0.082
7.092	137.311	0.415	0.447	0.081
7.094	137.332	0.411	0.450	0.083
7.096	137.353	0.417	0.449	0.083
7.098	137.374	0.427	0.437	0.082
7.100	137.395	0.419	0.445	0.085
7.102	137.416	0.417	0.440	0.084
7.104	137.437	0.426	0.450	0.082
7.106	137.458	0.416	0.440	0.082
7.108	137.479	0.416	0.444	0.082
7.110	137.500	0.415	0.453	0.083
7.112	137.521	0.417	0.441	0.084
7.114	137.542	0.409	0.450	0.082
7.116	137.563	0.422	0.441	0.086
7.118	137.584	0.429	0.440	0.084
7.120	137.605	0.407	0.453	0.084
7.122	137.626	0.412	0.440	0.085
7.124	137.647	0.421	0.438	0.087
7.126	137.668	0.410	0.447	0.087
7.128	137.689	0.423	0.440	0.091
7.130	137.710	0.414	0.431	0.087
7.132	137.731	0.411	0.443	0.081
7.134	137.752	0.426	0.445	0.086
7.136	137.773	0.421	0.434	0.087
7.138	137.794	0.410	0.446	0.086
7.140	137.815	0.425	0.441	0.085
7.142	137.836	0.427	0.433	0.094
7.144	137.857	0.426	0.429	0.093
7.146	137.878	0.415	0.448	0.088
7.148	137.899	0.416	0.445	0.088
7.150	137.920	0.412	0.450	0.083
7.152	137.941	0.417	0.448	0.085
7.154	137.962	0.407	0.453	0.076
7.156	137.983	0.410	0.448	0.066
7.158	138.004	0.391	0.458	0.058
7.160	138.025	0.397	0.468	0.049
7.162	138.046	0.390	0.453	0.052
7.164	138.067	0.361	0.480	0.035
7.166	138.088	0.364	0.476	0.040
7.168	138.109	0.368	0.482	0.045
7.170	138.130	0.345	0.490	0.044
7.172	138.141	0.383	0.467	0.045
7.174	138.152	0.374	0.482	0.046
7.176	138.163	0.394	0.468	0.049
7.178	138.174	0.386	0.450	0.054
7.180	138.185	0.396	0.453	0.059
7.182	138.196	0.399	0.456	0.058
7.184	138.207	0.382	0.465	0.055
7.186	138.218	0.405	0.454	0.059
7.188	138.229	0.385	0.465	0.057
7.190	138.240	0.398	0.462	0.061
7.192	138.251	0.387	0.468	0.063
7.194	138.262	0.377	0.474	0.063
7.196	138.273	0.408	0.456	0.066
7.198	138.284	0.399	0.465	0.064
7.200	138.295	0.400	0.456	0.068
7.202	138.306	0.390	0.454	0.067
7.204	138.317	0.393	0.456	0.067
7.206	138.328	0.386	0.457	0.068
7.208	138.339	0.397	0.453	0.069
7.210	138.350	0.399	0.457	0.072
7.212	138.361	0.388	0.462	0.070
7.214	138.372	0.386	0.458	0.072
7.216	138.383	0.387	0.462	0.070
7.218	138.394	0.402	0.451	0.066
7.220	138.405	0.398	0.459	0.067
7.222	138.416	0.380	0.470	0.067
7.224	138.427	0.399	0.451	0.071
7.226	138.438	0.397	0.455	0.072
7.228	138.449	0.399	0.458	0.078
7.230	138.460	0.408	0.455	0.077
7.232	138.471	0.395	0.453	0.075
7.234	138.482	0.390	0.467	0.075
7.236	138.493	0.407	0.448	0.075
7.238	138.504	0.401	0.458	0.072
7.240	138.515	0.414	0.445	0.070
7.242	138.526	0.417	0.440	0.074
7.244	138.537	0.413	0.445	0.074
7.246	138.548	0.407	0.448	0.075
7.248	138.559	0.417	0.438	0.078
7.250	138.570	0.410	0.438	0.079
7.252	138.581	0.418	0.445	0.075
7.254	138.592	0.412	0.445	0.078
7.256	138.603	0.401	0.465	0.078
7.258	138.614	0.404	0.458	0.078
7.260	138.625	0.406	0.454	0.077
7.262	138.636	0.422	0.447	0.082
7.264	138.647	0.424	0.443	0.083
7.266	138.658	0.417	0.444	0.085
7.268	138.669	0.422	0.446	0.084
7.270	138.680	0.415	0.440	0.088
7.272	138.691	0.417	0.442	0.087
7.274	138.702	0.421	0.446	0.088
7.276	138.713	0.426	0.432	0.089
7.278	138.724	0.424	0.441	0.090
7.280	138.735	0.409	0.450	0.086
7.282	138.746	0.416	0.441	0.085
7.284	138.757	0.417	0.436	0.086
7.286	138.768	0.407	0.444	0.086
7.288	138.779	0.415	0.448	0.087
7.290	138.790	0.413	0.438	0.086
7.292	138.801	0.407	0.448	0.087
7.294	138.812	0.410	0.450	0.089
7.296	138.823	0.409	0.448	0.089
7.298	138.834	0.414	0.439	0.095
7.300	138.845	0.416	0.446	0.098
7.302	138.856	0.427	0.430	0.102
7.304	138.867	0.426	0.426	0.102
7.306	138.878	0.425	0.419	0.109
7.308	138.889	0.423	0.429	0.097
7.310	138.900	0.404	0.447	0.092
7.312	138.911	0.411	0.449	0.093
7.314	138.922	0.423	0.432	0.083
7.316	138.933	0.408	0.435	0.087
7.318	138.944	0.396	0.449	0.087
7.320	138.955	0.423	0.432	0.089
7.322	138.966	0.409	0.445	0.086
7.324	138.977	0.399	0.452	0.083
7.326	138.988	0.413	0.443	0.079
7.328	138.999	0.404	0.445	0.082
7.330	139.010	0.401	0.454	0.090
7.332	139.021	0.400	0.453	0.089
7.334	139.032	0.410	0.441	0.094
7.336	139.043	0.405	0.441	0.089
7.338	139.054	0.401	0.453	0.096
7.340	139.065	0.419	0.434	0.108
7.342	139.076	0.412	0.445	0.106
7.344	139.087	0.405	0.452	0.106
7.346	139.098	0.407	0.450	0.097
7.348	139.109	0.405	0.451	0.090
7.350	139.120	0.416	0.442	0.093
7.352	139.131	0.400	0.444	0.094
7.354	139.142	0.411	0.442	0.098
7.356	139.153	0.410	0.446	0.105
7.358	139.164	0.402	0.458	0.101
7.360	139.175	0.399	0.465	0.104
7.362	139.186	0.389	0.462	0.107
7.364	139.197	0.398	0.456	0.108
7.366	139.208	0.412	0.443	0.108
7.368	139.219	0.408	0.452	0.109
7.370	139.230	0.408	0.456	0.101
7.372	139.241	0.410	0.451	0.107
7.374	139.252	0.404	0.454	0.113
7.376	139.263	0.403	0.454	0.109
7.378	139.274	0.411	0.450	0.106
7.380	139.285	0.398	0.449	0.105
7.382	139.296	0.410	0.449	0.113
7.384	139.307	0.405	0.452	0.102
7.386	139.318	0.408	0.456	0.105
7.388	139.329	0.405	0.453	0.103
7.390	139.340	0.409	0.445	0.108
7.392	139.370	0.402	0.452	0.104
7.394	139.401	0.393	0.461	0.101
7.396	139.431	0.417	0.446	0.104
7.398	139.461	0.415	0.443	0.103
7.400	139.491	0.408	0.450	0.111
7.402	139.522	0.399	0.458	0.101
7.404	139.552	0.399	0.454	0.102
7.406	139.582	0.424	0.433	0.114
7.408	139.613	0.410	0.440	0.118
7.410	139.643	0.418	0.443	0.108
7.412	139.673	0.409	0.452	0.117
7.414	139.703	0.423	0.436	0.121
7.416	139.734	0.415	0.429	0.122
7.418	139.764	0.418	0.431	0.114
7.420	139.794	0.405	0.437	0.093
7.422	139.825	0.411	0.444	0.084
7.424	139.855	0.399	0.452	0.078
7.426	139.885	0.405	0.441	0.088
7.428	139.915	0.392	0.460	0.081
7.430	139.946	0.416	0.434	0.084
7.432	139.976	0.403	0.457	0.078
7.434	140.006	0.395	0.456	0.082
7.436	140.037	0.388	0.458	0.082
7.438	140.067	0.401	0.453	0.089
7.440	140.097	0.388	0.467	0.083
7.442	140.127	0.383	0.459	0.076
7.444	140.158	0.394	0.449	0.073
7.446	140.188	0.392	0.461	0.072
7.448	140.218	0.394	0.460	0.078
7.450	140.249	0.391	0.455	0.077
7.452	140.279	0.395	0.456	0.079
7.454	140.309	0.382	0.459	0.078
7.456	140.339	0.381	0.457	0.070
7.458	140.370	0.393	0.457	0.069
7.460	140.400	0.387	0.457	0.062
7.462	140.430	0.388	0.466	0.061
7.464	140.461	0.404	0.442	0.068
7.466	140.491	0.406	0.461	0.069
7.468	140.521	0.399	0.458	0.071
7.470	140.551	0.392	0.460	0.074
7.472	140.582	0.393	0.464	0.075
7.474	140.612	0.401	0.445	0.078
7.476	140.642	0.403	0.452	0.078
7.478	140.673	0.383	0.458	0.079
7.480	140.703	0.394	0.464	0.084
7.482	140.733	0.393	0.453	0.090
7.484	140.763	0.391	0.460	0.087
7.486	140.794	0.413	0.439	0.104
7.488	140.824	0.413	0.434	0.103
7.490	140.854	0.390	0.463	0.100
7.492	140.885	0.398	0.454	0.099
7.494	140.915	0.401	0.451	0.092
7.496	140.945	0.389	0.450	0.095
7.498	140.975	0.395	0.460	0.100
7.500	141.006	0.385	0.465	0.095
7.502	141.036	0.406	0.438	0.104
7.504	141.066	0.411	0.436	0.105
7.506	141.097	0.400	0.443	0.097
7.508	141.127	0.408	0.443	0.100
7.510	141.157	0.400	0.454	0.098
7.512	141.187	0.409	0.447	0.097
7.514	141.218	0.399	0.452	0.098
7.516	141.248	0.415	0.437	0.106
7.518	141.278	0.396	0.451	0.099
7.520	141.309	0.405	0.455	0.092
7.522	141.339	0.395	0.456	0.097
7.524	141.369	0.395	0.462	0.099
7.526	141.399	0.406	0.452	0.105
7.528	141.430	0.392	0.453	0.103
7.530	141.460	0.422	0.439	0.101
7.532	141.490	0.413	0.445	0.097
7.534	141.521	0.408	0.444	0.115
7.536	141.551	0.401	0.452	0.113
7.538	141.581	0.421	0.433	0.115
7.540	141.611	0.406	0.450	0.107
7.542	141.642	0.413	0.454	0.113
7.544	141.672	0.387	0.469	0.116
7.546	141.702	0.415	0.440	0.118
7.548	141.732	0.413	0.436	0.134
7.550	141.763	0.414	0.439	0.122
7.552	141.793	0.413	0.445	0.118
7.554	141.823	0.409	0.444	0.118
7.556	141.853	0.420	0.432	0.118
7.558	141.884	0.408	0.445	0.119
7.560	141.914	0.423	0.436	0.124
7.562	141.944	0.431	0.420	0.127
7.564	141.974	0.425	0.438	0.117
7.566	142.005	0.417	0.438	0.110
7.568	142.035	0.418	0.448	0.108
7.570	142.065	0.415	0.436	0.114
7.572	142.095	0.398	0.454	0.111
7.574	142.126	0.410	0.445	0.120
7.576	142.156	0.410	0.440	0.115
7.578	142.186	0.415	0.442	0.116
7.580	142.216	0.425	0.435	0.114
7.582	142.247	0.419	0.439	0.113
7.584	142.277	0.412	0.442	0.119
7.586	142.307	0.409	0.455	0.118
7.588	142.337	0.415	0.442	0.119
7.590	142.368	0.405	0.452	0.118
7.592	142.398	0.412	0.439	0.123
7.594	142.428	0.420	0.441	0.119
7.596	142.458	0.419	0.435	0.124
7.598	142.489	0.433	0.431	0.132
7.600	142.519	0.425	0.431	0.132
7.602	142.549	0.431	0.426	0.135
7.604	142.579	0.440	0.416	0.144
7.606	142.610	0.429	0.426	0.149
7.608	142.640	0.440	0.413	0.189
7.610	142.670	0.456	0.399	0.220
7.612	142.700	0.452	0.404	0.218
7.614	142.731	0.434	0.416	0.189
7.616	142.761	0.454	0.406	0.155
7.618	142.791	0.437	0.413	0.153
7.620	142.821	0.432	0.417	0.151
7.622	142.852	0.438	0.423	0.146
7.624	142.882	0.453	0.405	0.177
7.626	142.912	0.434	0.408	0.173
7.628	142.942	0.439	0.426	0.153
7.630	142.973	0.439	0.432	0.137
7.632	143.003	0.415	0.430	0.134
7.634	143.033	0.435	0.429	0.146
7.636	143.063	0.429	0.427	0.139
7.638	143.094	0.428	0.434	0.141
7.640	143.124	0.430	0.424	0.147
7.642	143.154	0.431	0.425	0.151
7.644	143.184	0.452	0.413	0.151
7.646	143.215	0.450	0.416	0.157
7.648	143.245	0.442	0.417	0.156
7.650	143.275	0.436	0.427	0.152
7.652	143.305	0.434	0.425	0.147
7.654	143.336	0.433	0.428	0.160
7.656	143.366	0.445	0.421	0.174
7.658	143.396	0.441	0.422	0.182
7.660	143.426	0.446	0.420	0.169
7.662	143.457	0.444	0.417	0.166
7.664	143.487	0.448	0.417	0.160
7.666	143.517	0.447	0.406	0.160
7.668	143.547	0.450	0.417	0.152
7.670	143.578	0.436	0.430	0.147
7.672	143.608	0.452	0.410	0.152
7.674	143.638	0.444	0.420	0.147
7.676	143.668	0.436	0.427	0.148
7.678	143.699	0.440	0.417	0.149
7.680	143.729	0.452	0.409	0.156
7.682	143.759	0.447	0.424	0.157
7.684	143.789	0.456	0.412	0.157
7.686	143.820	0.461	0.402	0.152
7.688	143.850	0.460	0.402	0.167
7.690	143.880	0.456	0.406	0.167
7.692	143.910	0.444	0.425	0.167
7.694	143.940	0.455	0.400	0.166
7.696	143.970	0.455	0.409	0.193
7.698	144.000	0.455	0.402	0.202
7.700	144.030	0.470	0.390	0.189
7.702	144.060	0.466	0.401	0.192
7.704	144.090	0.458	0.398	0.225
7.706	144.120	0.463	0.396	0.210
7.708	144.150	0.434	0.427	0.145
7.710	144.180	0.422	0.423	0.126
7.712	144.210	0.430	0.424	0.115
7.714	144.240	0.436	0.425	0.139
7.716	144.270	0.434	0.418	0.138
7.718	144.300	0.443	0.417	0.137
7.720	144.330	0.417	0.430	0.115
7.722	144.360	0.421	0.427	0.124
7.724	144.390	0.430	0.430	0.139
7.726	144.420	0.448	0.411	0.154
7.728	144.450	0.451	0.407	0.156
7.730	144.480	0.430	0.419	0.146
7.732	144.510	0.442	0.413	0.142
7.734	144.540	0.430	0.417	0.150
7.736	144.570	0.436	0.419	0.152
7.738	144.600	0.434	0.421	0.151
7.740	144.630	0.426	0.435	0.133
7.742	144.660	0.446	0.414	0.161
7.744	144.690	0.446	0.415	0.159
7.746	144.720	0.441	0.405	0.154
7.748	144.750	0.432	0.422	0.152
7.750	144.780	0.432	0.432	0.152
7.752	144.810	0.427	0.432	0.144
7.754	144.840	0.434	0.423	0.147
7.756	144.870	0.426	0.423	0.152
7.758	144.900	0.443	0.416	0.150
7.760	144.930	0.435	0.416	0.159
7.762	144.960	0.455	0.409	0.170
7.764	144.990	0.446	0.417	0.159
7.766	145.020	0.442	0.417	0.164
7.768	145.050	0.456	0.408	0.170
7.770	145.080	0.447	0.409	0.174
7.772	145.110	0.447	0.415	0.186
7.774	145.140	0.442	0.417	0.176
7.776	145.170	0.449	0.410	0.181
7.778	145.200	0.448	0.416	0.177
7.780	145.230	0.440	0.424	0.175
7.782	145.260	0.456	0.408	0.182
7.784	145.290	0.445	0.415	0.187
7.786	145.320	0.436	0.422	0.179
7.788	145.350	0.447	0.419	0.175
7.790	145.380	0.430	0.423	0.155
7.792	145.410	0.437	0.421	0.151
7.794	145.440	0.436	0.427	0.143
7.796	145.470	0.438	0.415	0.149
7.798	145.500	0.448	0.417	0.163
7.800	145.530	0.450	0.409	0.181
7.802	145.560	0.433	0.421	0.169
7.804	145.590	0.453	0.401	0.171
7.806	145.620	0.457	0.398	0.166
7.808	145.650	0.458	0.400	0.142
7.810	145.680	0.462	0.398	0.157
7.812	145.710	0.453	0.409	0.166
7.814	145.740	0.445	0.407	0.161
7.816	145.770	0.476	0.379	0.182
7.818	145.800	0.469	0.393	0.175
7.820	145.830	0.451	0.408	0.159
7.822	145.860	0.451	0.406	0.174
7.824	145.890	0.452	0.409	0.176
7.826	145.920	0.454	0.406	0.174
7.828	145.950	0.474	0.381	0.191
7.830	145.980	0.464	0.397	0.192
7.832	146.010	0.442	0.410	0.177
7.834	146.040	0.455	0.401	0.178
7.836	146.070	0.487	0.375	0.183
7.838	146.100	0.462	0.392	0.197
7.840	146.130	0.467	0.394	0.200
7.842	146.171	0.459	0.398	0.191
7.844	146.212	0.472	0.388	0.200
7.846	146.253	0.474	0.392	0.195
7.848	146.293	0.466	0.385	0.189
7.850	146.334	0.448	0.404	0.184
7.852	146.375	0.472	0.382	0.201
7.854	146.416	0.461	0.382	0.205
7.856	146.457	0.462	0.397	0.174
7.858	146.498	0.460	0.386	0.201
7.860	146.539	0.432	0.405	0.183
7.862	146.579	0.456	0.394	0.183
7.864	146.620	0.446	0.403	0.180
7.866	146.661	0.448	0.400	0.182
7.868	146.702	0.455	0.400	0.173
7.870	146.743	0.467	0.389	0.180
7.872	146.784	0.455	0.388	0.197
7.874	146.825	0.462	0.390	0.187
7.876	146.865	0.460	0.401	0.185
7.878	146.906	0.454	0.401	0.187
7.880	146.947	0.448	0.408	0.178
7.882	146.988	0.433	0.411	0.177
7.884	147.029	0.422	0.424	0.163
7.886	147.070	0.459	0.389	0.172
7.888	147.111	0.439	0.412	0.173
7.890	147.151	0.433	0.419	0.161
7.892	147.192	0.440	0.411	0.169
7.894	147.233	0.443	0.402	0.169
7.896	147.274	0.435	0.409	0.165
7.898	147.315	0.437	0.408	0.170
7.900	147.356	0.436	0.414	0.167
7.902	147.397	0.434	0.409	0.160
7.904	147.437	0.430	0.404	0.164
7.906	147.478	0.428	0.417	0.166
7.908	147.519	0.451	0.401	0.163
7.910	147.560	0.431	0.399	0.155
7.912	147.601	0.449	0.394	0.170
7.914	147.642	0.443	0.383	0.170
7.916	147.683	0.450	0.387	0.150
7.918	147.724	0.436	0.397	0.170
7.920	147.765	0.424	0.412	0.157
7.922	147.806	0.445	0.391	0.154
7.924	147.846	0.433	0.406	0.162
7.926	147.887	0.441	0.393	0.149
7.928	147.928	0.442	0.395	0.150
7.930	147.969	0.460	0.372	0.156
7.932	148.010	0.450	0.415	0.159
7.934	148.051	0.444	0.414	0.155
7.936	148.092	0.450	0.420	0.153
7.938	148.133	0.444	0.419	0.161
7.940	148.174	0.459	0.408	0.165
7.942	148.215	0.465	0.402	0.171
7.944	148.256	0.470	0.397	0.176
7.946	148.297	0.461	0.404	0.172
7.948	148.338	0.440	0.415	0.155
7.950	148.378	0.460	0.409	0.158
7.952	148.419	0.453	0.411	0.157
7.954	148.460	0.445	0.416	0.158
7.956	148.501	0.454	0.415	0.169
7.958	148.542	0.461	0.400	0.170
7.960	148.583	0.464	0.419	0.166
7.962	148.624	0.449	0.427	0.160
7.964	148.665	0.446	0.426	0.145
7.966	148.706	0.449	0.428	0.164
7.968	148.747	0.450	0.413	0.168
7.970	148.788	0.448	0.421	0.175
7.972	148.829	0.459	0.417	0.184
7.974	148.870	0.458	0.421	0.182
7.976	148.910	0.452	0.417	0.186
7.978	148.951	0.462	0.413	0.181
7.980	148.992	0.444	0.415	0.182
7.982	149.033	0.458	0.411	0.182
7.984	149.074	0.466	0.407	0.183
7.986	149.115	0.457	0.413	0.181
7.988	149.156	0.452	0.419	0.177
7.990	149.197	0.453	0.414	0.187
7.992	149.238	0.471	0.405	0.188
7.994	149.279	0.486	0.388	0.215
7.996	149.320	0.469	0.400	0.211
7.998	149.361	0.457	0.408	0.201
8.000	149.402	0.448	0.417	0.197
8.002	149.442	0.473	0.394	0.191
8.004	149.483	0.473	0.397	0.188
8.006	149.524	0.464	0.412	0.186
8.008	149.565	0.467	0.409	0.193
8.010	149.606	0.474	0.401	0.199
8.012	149.647	0.458	0.411	0.177
8.014	149.688	0.460	0.416	0.168
8.016	149.729	0.461	0.420	0.163
8.018	149.770	0.451	0.421	0.181
8.020	149.811	0.461	0.406	0.184
8.022	149.852	0.453	0.408	0.185
8.024	149.893	0.455	0.407	0.168
8.026	149.934	0.463	0.405	0.174
8.028	149.974	0.454	0.407	0.170
8.030	150.015	0.454	0.409	0.154
8.032	150.056	0.450	0.414	0.151
8.034	150.097	0.451	0.414	0.155
8.036	150.138	0.455	0.410	0.163
8.038	150.179	0.446	0.421	0.158
8.040	150.220	0.446	0.419	0.130
8.042	150.261	0.442	0.419	0.156
8.044	150.302	0.453	0.419	0.162
8.046	150.343	0.458	0.413	0.157
8.048	150.384	0.458	0.408	0.156
8.050	150.424	0.452	0.418	0.154
8.052	150.465	0.450	0.420	0.145
8.054	150.506	0.442	0.415	0.151
8.056	150.547	0.456	0.407	0.151
8.058	150.588	0.455	0.412	0.156
8.060	150.629	0.446	0.420	0.150
8.062	150.670	0.448	0.412	0.151
8.064	150.711	0.454	0.412	0.148
8.066	150.752	0.455	0.404	0.154
8.068	150.792	0.466	0.405	0.167
8.070	150.833	0.448	0.417	0.165
8.072	150.874	0.451	0.408	0.153
8.074	150.915	0.460	0.403	0.157
8.076	150.956	0.464	0.403	0.162
8.078	150.997	0.460	0.405	0.157
8.080	151.038	0.461	0.402	0.153
8.082	151.079	0.455	0.404	0.161
8.084	151.120	0.465	0.407	0.158
8.086	151.160	0.467	0.396	0.163
8.088	151.201	0.463	0.406	0.155
8.090	151.242	0.455	0.410	0.151
8.092	151.283	0.459	0.407	0.155
8.094	151.324	0.449	0.413	0.140
8.096	151.365	0.455	0.415	0.146
8.098	151.406	0.453	0.410	0.144
8.100	151.447	0.436	0.431	0.129
8.102	151.488	0.454	0.405	0.135
8.104	151.528	0.439	0.420	0.130
8.106	151.569	0.455	0.405	0.138
8.108	151.610	0.449	0.415	0.136
8.110	151.651	0.455	0.412	0.137
8.112	151.692	0.451	0.410	0.145
8.114	151.733	0.446	0.412	0.141
8.116	151.774	0.449	0.411	0.139
8.118	151.815	0.457	0.417	0.145
8.120	151.856	0.454	0.410	0.147
8.122	151.896	0.450	0.415	0.145
8.124	151.937	0.444	0.421	0.141
8.126	151.978	0.445	0.416	0.144
8.128	152.019	0.449	0.411	0.141
8.130	152.060	0.441	0.426	0.141
8.132	152.101	0.439	0.418	0.147
8.134	152.141	0.464	0.402	0.155
8.136	152.182	0.445	0.414	0.147
8.138	152.222	0.434	0.424	0.154
8.140	152.263	0.440	0.416	0.153
8.142	152.303	0.448	0.401	0.158
8.144	152.344	0.457	0.402	0.162
8.146	152.385	0.448	0.407	0.165
8.148	152.425	0.447	0.416	0.167
8.150	152.466	0.458	0.411	0.160
8.152	152.506	0.460	0.401	0.171
8.154	152.547	0.442	0.419	0.177
8.156	152.587	0.445	0.413	0.170
8.158	152.628	0.445	0.419	0.176
8.160	152.669	0.454	0.411	0.175
8.162	152.709	0.448	0.413	0.161
8.164	152.750	0.445	0.420	0.168
