MCD	Age (ka BP)	Terrigenous %
195.09	5981.41	15.86
195.14	5982.61	17.37
195.19	5983.81	18.87
195.24	5985.01	16.86
195.29	5986.2	15.86
195.34	5987.4	14.35
195.39	5988.6	11.84
195.44	5989.79	9.32
195.49	5990.93	7.82
195.54	5991.97	7.31
195.59	5993.02	6.81
195.64	5994.09	8.32
195.69	5995.15	10.33
195.74	5996.22	13.35
195.79	5997.29	14.85
195.84	5998.35	15.86
195.89	5999.41	16.86
195.94	6000.47	19.38
195.99	6002.61	21.39
196.09	6003.67	26.92
196.14	6004.73	31.44
196.19	6005.79	31.44
196.24	6006.86	30.94
196.29	6007.93	28.42
196.34	6008.99	22.9
196.39	6010.05	15.86
196.44	6011.12	11.33
196.49	6012.18	9.32
196.54	6013.25	8.82
196.59	6014.31	9.32
196.64	6015.38	10.83
196.69	6016.44	13.85
196.74	6017.5	17.37
196.79	6018.57	22.39
196.84	6019.63	22.9
196.89	6020.7	25.41
196.94	6021.76	25.41
196.99	6022.82	24.4
197.04	6023.89	22.39
197.09	6024.96	18.37
197.14	6026.02	11.84
197.19	6027.08	8.82
197.24	6028.14	6.81
197.29	6029.21	6.31
197.34	6030.28	7.31
197.39	6031.34	8.32
197.44	6032.4	11.33
197.49	6034.53	13.85
197.59	6035.6	15.86
197.64	6036.66	17.37
197.69	6037.73	19.88
197.74	6038.79	22.9
197.79	6039.85	23.9
197.84	6040.92	23.9
197.89	6041.98	23.4
197.94	6043.05	25.91
197.99	6044.36	27.42
198.04	6045.73	25.91
198.09	6047.1	23.9
198.14	6048.47	20.88
198.19	6049.84	14.35
198.24	6051.22	11.33
198.29	6052.58	8.32
198.34	6053.95	8.32
198.39	6055.33	9.83
198.44	6056.69	13.35
198.49	6058.07	14.35
198.54	6059.43	13.35
198.59	6060.81	11.33
198.64	6062.18	8.32
198.69	6063.55	7.31
198.74	6065.02	7.31
198.79	6066.51	7.31
198.84	6068.02	8.82
198.89	6069.52	10.33
198.94	6074.02	11.84
199.09	6075.52	15.36
199.14	6077.02	16.86
199.19	6078.51	17.87
199.24	6080.02	18.87
199.29	6081.17	20.38
199.34	6082.28	21.39
199.39	6083.4	21.89
199.44	6084.51	20.38
199.49	6085.63	16.36
199.54	6086.75	12.84
199.59	6087.86	9.83
199.64	6088.98	9.32
199.69	6090.09	10.33
199.74	6091.21	12.84
199.79	6092.33	14.35
199.84	6093.44	15.86
199.89	6094.56	16.36
199.94	6095.68	18.37
199.99	6096.79	19.38
200.04	6097.91	21.89
200.09	6099.02	26.92
200.14	6100.26	27.92
200.19	6113.65	26.41
200.59	6115.33	11.84
200.64	6117	15.36
200.69	6118.68	17.87
200.74	6120.33	20.88
200.79	6121.96	21.39
200.84	6123.6	23.9
200.89	6172.61	25.91
200.94	6174.12	29.43
200.99	6175.64	27.92
201.04	6177.14	23.4
201.09	6178.66	17.37
201.14	6180.16	11.33
201.19	6181.68	9.83
201.24	6183.19	8.82
201.29	6184.69	10.33
201.34	6186.21	10.83
201.39	6187.71	10.33
201.44	6189.23	10.83
201.49	6190.74	11.33
201.54	6192.25	11.84
201.59	6193.76	10.83
201.64	6195.27	11.33
201.69	6196.78	12.34
201.74	6198.29	13.35
201.79	6199.8	13.85
201.84	6201.31	16.86
201.89	6202.55	17.87
201.94	6203.72	18.37
201.99	6206.06	18.87
202.09	6207.23	16.86
202.14	6208.41	14.35
202.19	6209.57	9.83
202.24	6257.54	6.81
202.29	6258.94	27.42
202.34	6260.32	25.41
202.39	6261.72	16.86
202.44	6263.1	21.89
202.49	6264.49	21.89
202.54	6265.89	22.9
202.59	6267.27	26.92
202.64	6268.67	28.42
202.69	6270.05	32.45
202.74	6271.44	40.99
202.79	6272.84	34.46
202.84	6274.22	22.9
202.89	6275.62	21.39
202.94	6277.01	13.85
202.99	6278.4	9.83
203.04	6279.79	13.85
203.09	6281.17	35.96
203.14	6282.57	19.38
203.19	6283.96	25.41
203.24	6285.35	21.39
203.29	6286.74	24.4
203.34	6288.12	27.42
203.39	6289.52	33.45
203.44	6290.91	33.95
203.49	6292.14	37.47
203.54	6293.29	40.49
203.59	6294.44	31.44
203.64	6296.73	16.86
203.74	6297.86	24.91
203.79	6299.01	15.36
203.84	6300.16	25.91
203.89	6301.3	15.86
203.94	6302.45	18.37
203.99	6303.59	13.35
204.04	6304.73	15.36
204.09	6305.88	20.38
204.14	6307.02	18.37
204.19	6308.17	20.88
204.24	6309.31	23.4
204.29	6310.45	26.92
204.34	6311.6	22.9
204.39	6312.74	21.39
204.44	6313.89	18.37
204.49	6315.04	19.88
204.54	6316.17	13.85
204.59	6317.32	12.84
204.64	6318.46	26.92
204.69	6319.61	9.32
204.74	6320.76	9.32
204.79	6321.89	22.39
204.84	6323.04	16.86
204.89	6324.19	23.4
204.94	6325.33	18.37
204.99	6326.48	16.36
205.04	6327.62	17.37
205.09	6328.76	19.38
205.14	6331.05	21.89
205.24	6332.2	30.44
205.29	6333.34	25.41
205.34	6334.5	27.92
205.39	6335.67	29.43
205.44	6336.84	28.93
205.49	6338.01	23.9
205.54	6339.18	18.37
205.59	6340.34	16.36
205.64	6341.51	13.35
205.69	6342.67	19.38
205.74	6343.84	9.83
205.79	6345.01	8.82
205.84	6346.17	10.83
205.89	6347.34	10.83
205.94	6348.5	10.33
205.99	6349.67	13.35
206.04	6350.84	11.84
206.09	6352	23.4
206.14	6353.17	15.36
206.19	6354.34	16.36
206.24	6355.5	16.36
206.29	6356.67	15.86
206.34	6357.83	18.37
206.39	6359	18.87
206.44	6360.17	20.88
206.49	6361.34	21.39
206.54	6362.51	15.86
206.59	6363.67	13.35
206.64	6366.01	14.85
206.74	6367.17	6.31
206.79	6368.34	7.82
206.84	6369.51	7.82
206.89	6370.67	9.83
206.94	6371.84	12.84
206.99	6373	15.36
207.04	6374.17	18.87
207.09	6375.34	22.9
207.14	6376.5	20.88
207.19	6377.67	21.89
207.24	6378.83	23.9
207.29	6380	26.41
207.34	6381.17	30.44
207.39	6382.33	31.94
207.44	6383.5	33.45
207.49	6384.67	30.44
207.54	6385.84	26.41
207.59	6387.01	18.87
207.64	6388.17	14.85
207.69	6389.34	10.83
207.74	6390.51	10.33
207.79	6391.67	9.83
207.84	6392.84	11.33
207.89	6394	11.84
207.94	6395.17	13.35
207.99	6605.42	17.37
213.44	6608.22	27.42
213.54	6611.04	17.37
213.64	6613.84	18.87
213.74	6616.65	20.38
213.84	6619.45	21.89
213.94	6622.27	29.43
214.04	6625.08	24.4
214.14	6627.88	22.39
214.24	6630.69	16.86
214.34	6633.49	11.84
214.44	6636.31	10.83
214.54	6639.12	17.87
214.64	6641.92	25.41
214.74	6644.73	29.93
214.84	6647.54	28.93
214.94	6650.35	11.84
215.04	6653.16	8.82
215.14	6655.96	10.33
215.24	6658.78	13.35
215.34	6661.58	17.87
215.44	6664.39	19.38
215.54	6667.2	24.91
215.64	6669.96	27.42
215.74	6672.7	24.4
215.84	6675.43	10.83
215.94	6678.17	8.32
216.04	6680.9	9.83
216.14	6683.64	13.35
216.24	6686.38	16.36
216.34	6689.11	21.39
216.44	6691.84	20.38
216.54	6694.58	21.39
216.64	6697.32	17.37
216.74	6700.05	8.32
216.84	6702.78	8.82
216.94	6705.52	9.83
217.04	6708.26	15.86
217.14	6710.99	20.38
217.24	6713.73	26.92
217.34	6716.46	26.41
217.44	6719.2	22.9
217.54	6721.93	16.36
217.64	6724.67	12.34
217.74	6727.4	12.34
217.84	6729.6	10.33
217.94	6731.76	11.33
218.04	6733.92	9.83
218.14	6736.07	12.84
218.24	6738.23	17.87
218.34	6740.4	19.88
218.44	6742.56	27.92
218.54	6744.71	28.42
218.64	6746.87	26.41
218.74	6749.04	17.87
218.84	6751.2	12.34
218.94	6753.36	13.35
219.04	6755.51	15.86
219.14	6757.68	18.37
219.24	6759.84	28.42
219.34	6762	25.91
219.44	6764.16	13.35
219.54	6766.31	7.31
219.64	6768.48	7.31
219.74	6770.64	8.82
219.84	6772.72	9.32
219.94	6774.78	12.84
220.04	6776.84	14.35
220.14	6778.9	21.39
220.24	6780.97	27.92
220.34	6783.02	30.44
220.44	6785.09	17.87
220.54	6787.15	8.82
220.64	6789.21	8.32
220.74	6791.27	9.32
220.84	6793.33	10.83
220.94	6795.4	13.85
221.04	6797.46	16.86
221.14	6799.52	20.38
221.24	6800.56	23.9
221.29	6801.58	21.39
221.34	6802.62	30.44
221.39	6803.65	22.9
221.44	6804.68	25.41
221.49	6805.71	27.42
221.54	6806.74	15.86
221.59	6807.77	12.34
221.64	6808.8	11.33
221.69	6809.83	17.87
221.74	6810.86	11.84
221.79	6811.9	13.35
221.84	6812.98	14.85
221.89	6814.14	18.37
221.94	6815.3	29.43
221.99	6816.46	19.88
222.04	6818.78	20.38
222.14	6819.94	23.4
222.19	6821.1	26.92
222.24	6822.26	30.44
222.29	6823.42	35.46
222.34	6824.58	32.95
222.39	6825.74	29.43
222.44	6826.91	25.91
222.49	6828.06	19.88
222.54	6829.23	16.36
222.59	6830.38	15.36
222.64	6831.54	11.33
222.69	6832.71	13.35
222.74	6833.86	16.36
222.79	6835.03	24.4
222.84	6836.18	22.9
222.89	6837.35	26.41
222.94	6838.51	35.46
222.99	6839.67	35.96
223.04	6840.83	36.47
223.09	6841.99	36.97
223.14	6843.15	29.43
223.19	6844.31	22.39
223.24	6845.47	15.36
223.29	6846.63	33.45
223.34	6847.79	9.83
223.39	6848.95	9.32
223.44	6850.11	12.34
223.49	6851.27	14.35
223.54	6853.53	11.84
223.64	6854.63	10.83
223.69	6855.75	11.33
223.74	6856.86	11.33
223.79	6857.96	15.86
223.84	6859.08	23.4
223.89	6860.18	26.92
223.94	6861.3	25.41
223.99	6862.41	30.94
224.04	6863.51	32.95
224.09	6864.63	16.86
224.14	6865.73	24.4
224.19	6866.84	6.31
224.24	6867.96	7.31
224.29	6869.06	9.32
224.34	6870.18	6.31
224.39	6871.29	7.31
224.44	6872.39	8.32
224.49	6873.51	13.35
224.54	6874.61	20.88
224.59	6875.73	14.35
224.64	6876.84	15.36
224.69	6877.94	17.37
224.74	6879.06	19.88
224.79	6880.16	21.39
224.84	6881.27	23.4
224.89	6882.39	24.4
224.94	6883.49	20.88
224.99	6886.82	15.36
225.14	6887.94	7.82
225.19	6889.04	16.36
225.24	6890.15	8.82
225.29	6891.27	18.87
225.34	6892.47	8.82
225.39	6893.71	9.83
225.44	6894.94	12.84
225.49	6896.18	11.84
225.54	6897.42	8.82
225.59	6898.66	14.35
225.64	6899.9	10.33
225.69	6901.14	12.84
225.74	6902.37	11.84
225.79	6903.61	17.87
225.84	6904.84	19.88
225.89	6906.09	15.36
225.94	6907.33	15.36
225.99	6908.56	14.85
226.04	6909.8	15.86
226.09	6911.03	17.87
226.14	6912.27	19.88
226.19	6913.52	22.9
226.24	6923.42	23.4
226.64	6924.65	17.37
226.69	6925.89	9.32
226.74	6927.12	11.33
226.79	6928.37	12.34
226.84	6929.61	14.85
226.89	6930.84	15.86
226.94	6932.08	16.86
226.99	6933.32	20.38
227.04	6934.55	22.39
227.09	6935.79	27.42
227.14	6937.03	28.42
227.19	6938.27	27.42
227.24	6939.51	24.4
227.29	6940.74	25.41
227.34	6941.98	11.84
227.39	6943.22	10.83
227.44	6944.46	10.83
227.49	6945.7	17.87
227.54	6946.93	15.36
227.59	6948.17	16.36
227.64	6949.41	19.88
227.69	6950.64	24.4
227.74	6951.89	25.91
227.79	6953.12	25.91
227.84	6954.36	25.41
227.89	6955.86	24.91
227.94	6957.49	21.39
227.99	6959.13	30.44
228.04	6962.4	12.34
228.14	6964.03	8.82
228.19	6965.66	10.83
228.24	6967.3	12.84
228.29	6968.94	14.85
228.34	6970.56	15.86
228.39	6972.2	15.86
228.44	6973.83	18.37
228.49	6975.47	18.87
228.54	6977.11	18.87
228.59	6978.73	18.37
228.64	6980.37	18.87
228.69	6982	16.86
228.74	6983.64	15.86
228.79	6985.27	11.33
228.84	6986.9	13.35
228.89	6990.18	12.34
228.99	6993.44	16.86
229.09	6996.71	19.38
229.19	6999.97	22.39
229.29	7003.24	20.88
229.39	7006.52	14.35
229.49	7009.78	10.83
229.59	7013.04	8.82
229.69	7016.31	11.84
229.79	7018.69	17.37
229.89	7020.12	21.89
229.99	7056.45	21.89
232.54	7057.87	15.86
232.64	7059.3	18.37
232.74	7060.73	17.87
232.84	7062.15	20.38
232.94	7063.57	21.39
233.04	7065	23.4
233.14	7066.53	24.91
233.24	7068.1	23.9
233.34	7069.67	24.4
233.44	7071.24	23.9
233.54	7072.81	27.42
233.64	7074.38	25.91
233.74	7075.95	42.5
233.84	7077.52	9.83
233.94	7079.1	21.39
234.04	7080.67	6.31
234.14	7083.07	11.33
234.24	7085.94	5.81
234.34	7088.82	9.83
234.44	7091.69	12.34
234.54	7094.56	9.83
234.64	7097.43	11.84
234.74	7100.31	14.85
234.84	7103.18	14.35
234.94	7106.05	22.39
235.04	7108.92	14.85
235.14	7111.79	14.85
235.24	7114.67	15.86
235.34	7117.54	18.87
235.44	7120.41	18.87
235.54	7123.28	21.39
235.64	7126.16	22.9
235.74	7129.03	18.87
235.84	7131.9	9.83
235.94	7134.72	8.32
236.04	7136.8	12.84
236.14	7138.88	10.33
236.24	7140.96	10.83
236.34	7143.04	14.85
236.44	7145.11	16.36
236.54	7147.2	17.37
236.64	7149.28	22.9
236.74	7151.36	26.92
236.84	7153.44	21.39
236.94	7155.52	13.85
237.04	7157.6	9.32
237.14	7159.68	13.85
237.24	7161.76	15.36
237.34	7163.84	17.87
237.44	7165.92	22.39
237.54	7168	27.92
237.64	7170.08	34.46
237.74	7172.16	26.41
237.84	7174.24	19.38
237.94	7176.32	9.83
238.04	7178.43	8.82
238.14	7180.66	11.84
238.24	7182.9	12.34
238.34	7185.13	15.86
238.44	7187.36	18.87
238.54	7189.59	24.4
238.64	7191.84	28.93
238.74	7194.07	28.93
238.84	7196.3	16.36
238.94	7198.53	10.83
239.04	7200.76	9.83
239.14	7203	14.85
239.24	7205.23	15.36
239.34	7207.47	14.85
239.44	7209.7	15.86
239.54	7211.94	16.36
239.64	7214.17	16.86
239.74	7216.4	16.86
239.84	7218.63	17.87
239.94	7220.9	12.84
240.04	7223.19	8.32
240.14	7225.47	6.31
240.24	7227.75	7.31
240.34	7230.03	8.32
240.44	7232.32	9.32
240.54	7234.61	12.84
240.64	7236.89	14.35
240.74	7239.17	14.85
240.84	7241.46	20.38
240.94	7243.74	23.9
241.04	7246.03	28.42
241.14	7248.31	21.89
241.24	7250.6	10.33
241.34	7252.88	6.31
241.44	7255.61	6.31
241.54	7269.53	6.81
242.04	7272.32	30.94
242.14	7275.11	37.98
242.24	7277.89	33.95
242.34	7280.67	29.93
242.44	7283.46	30.44
242.54	7286.25	31.94
242.64	7289.03	28.42
242.74	7291.82	25.91
242.84	7294.6	17.87
242.94	7297.38	12.84
243.04	7300.17	12.34
243.14	7302.5	12.34
243.24	7304.76	14.85
243.34	7307.01	15.86
243.44	7309.28	15.36
243.54	7311.54	18.37
243.64	7313.79	15.86
243.74	7316.05	12.34
243.84	7318.31	12.84
243.94	7320.57	16.36
244.04	7322.83	13.35
244.14	7325.08	14.85
244.24	7327.34	22.9
244.34	7329.6	25.91
244.44	7331.86	23.4
244.54	7334.12	23.4
244.64	7336.37	20.38
244.74	7338.64	16.86
244.84	7340.89	19.38
244.94	7343.15	11.84
245.04	7345.41	12.84
245.14	7347.89	11.33
245.24	7350.44	14.35
245.34	7352.99	18.37
245.44	7355.54	22.39
245.54	7358.09	23.4
245.64	7360.65	21.39
245.74	7363.21	17.87
245.84	7365.76	16.36
245.94	7368.31	15.36
246.04	7370.87	20.88
246.14	7373.42	20.38
246.24	7375.97	19.38
246.34	7378.52	17.87
246.44	7381.08	11.33
246.54	7383.63	9.32
246.64	7386.18	16.36
246.74	7388.73	11.33
246.84	7391.28	11.84
246.94	7393.84	14.35
247.04	7396.39	13.85
247.14	7398.94	12.34
247.24	7401.5	18.37
247.34	7404.06	16.86
247.44	7406.61	19.88
247.54	7409.16	20.88
247.64	7411.71	19.88
247.74	7414.27	17.87
247.84	7416.82	11.84
247.94	7419.11	8.82
248.04	7421.37	6.81
248.14	7423.62	8.32
248.24	7425.89	9.83
248.34	7428.15	12.84
248.44	7430.4	17.37
248.54	7432.66	17.37
248.64	7434.92	18.37
248.74	7437.18	15.36
248.84	7439.44	10.83
248.94	7441.69	11.33
249.04	7443.96	12.84
249.14	7446.21	13.85
249.24	7448.47	16.36
249.34	7450.73	17.37
249.44	7452.98	18.37
249.54	7457.5	16.36
249.74	7459.76	13.35
249.84	7462.02	7.82
249.94	7466.59	5.81
250.14	7468.88	5.81
250.24	7471.17	8.32
250.34	7473.46	8.82
250.44	7475.75	11.84
250.54	7478.03	14.85
250.64	7480.32	17.87
250.74	7482.61	19.38
250.84	7484.9	24.91
250.94	7510.08	23.9
252.04	7512.36	23.9
252.14	7515.11	25.91
252.24	7518.82	36.97
252.34	7522.53	34.46
252.44	7526.24	29.93
252.54	7529.96	45.01
252.64	7533.67	39.99
252.74	7537.38	63.61
252.84	7541.09	12.84
252.94	7544.81	21.89
253.04	7548.53	18.37
253.14	7552.24	17.37
253.24	7555.95	22.9
253.34	7559.66	22.39
253.44	7563.38	25.41
253.54	7567.09	26.92
253.64	7570.8	27.92
253.74	7574.51	26.41
253.84	7578.25	24.4
253.94	7582	21.89
254.04	7585.75	13.85
254.14	7589.5	17.37
254.24	7593.26	22.39
254.34	7597.02	13.35
254.44	7600.77	20.88
254.54	7604.52	18.37
254.64	7608.27	32.45
254.74	7612.03	16.36
254.84	7615.79	22.39
254.94	7619.54	16.36
255.04	7623.29	42
255.14	7627.06	22.39
255.24	7630.89	9.32
255.34	7634.71	13.85
255.44	7638.54	14.35
255.54	7642.38	16.36
255.64	7646.21	25.91
255.74	7650.03	25.91
255.84	7653.86	28.93
255.94	7657.69	28.93
256.04	7661.53	27.42
256.14	7663.77	12.84
256.24	7665.71	7.82
256.34	7667.65	11.84
256.44	7669.6	15.36
256.54	7671.55	12.84
256.64	7673.49	14.85
256.74	7675.43	21.89
256.84	7677.39	18.87
256.94	7679.33	21.89
257.04	7681.27	21.89
257.14	7683.22	17.37
257.24	7685.16	20.88
257.34	7687.11	14.35
257.44	7689.05	16.36
257.54	7691	16.36
257.64	7692.94	18.87
257.74	7695.25	21.39
257.84	7697.8	22.39
257.94	7700.35	28.42
258.04	7702.9	23.4
258.14	7705.46	18.87
258.24	7708.01	13.85
258.34	7710.56	12.34
258.44	7713.11	12.34
258.54	7715.67	13.85
258.64	7718.22	18.87
258.74	7720.77	15.36
258.84	7723.33	17.37
258.94	7725.88	20.88
259.04	7728.44	21.89
259.14	7730.99	17.87
259.24	7733.54	16.36
259.34	7736.09	13.85
259.44	7738.65	13.35
259.54	7741.2	16.86
259.64	7743.75	18.37
259.74	7746.3	17.87
259.84	7748.85	19.38
259.94	7751.41	30.94
260.04	7753.96	8.32
260.14	7756.51	5.81
260.24	7758.61	6.31
260.34	7760.62	6.81
260.44	7762.62	8.82
260.54	7764.62	11.84
260.64	7766.63	13.35
260.74	7768.64	18.87
260.84	7770.64	23.9
260.94	7778.65	23.9
261.34	7780.65	51.55
261.44	7782.65	43
261.54	7784.65	17.87
261.64	7786.66	59.09
261.74	7788.66	22.39
261.84	7790.67	21.39
261.94	7792.67	20.88
262.04	7794.68	33.45
262.14	7796.68	21.39
262.24	7798.68	20.38
262.34	7800.68	32.45
262.44	7802.68	31.44
262.54	7804.69	29.93
262.64	7806.69	52.05
262.74	7808.69	33.45
262.84	7810.69	22.9
262.94	7812.7	12.34
263.04	7814.7	14.35
263.14	7816.71	13.85
263.24	7818.71	15.86
263.34	7820.72	23.4
263.44	7822.72	16.36
263.54	7824.72	17.87
263.64	7826.72	22.9
263.74	7828.72	33.95
263.84	7830.73	30.44
263.94	7832.73	29.93
264.04	7834.73	33.95
264.14	7836.73	34.46
264.24	7838.74	39.99
264.34	7840.74	29.93
264.44	7842.75	17.87
264.54	7844.75	17.87
264.64	7846.76	25.91
264.74	7848.76	25.41
264.84	7850.76	24.91
264.94	7852.76	23.9
265.04	7854.77	23.9
265.14	7856.77	40.99
265.24	7859.42	32.95
265.34	7862.66	41.49
265.44	7865.91	44.01
265.54	7869.18	33.45
265.64	7872.42	24.4
265.74	7875.67	36.97
265.84	7878.92	30.94
265.94	7882.18	41.49
266.04	7885.43	38.98
266.14	7888.68	30.44
266.24	7891.93	22.9
266.34	7895.18	23.9
266.44	7898.44	35.46
266.54	7901.69	39.99
266.64	7904.94	37.47
266.74	7908.19	27.42
266.84	7924.46	14.85
267.34	7927.71	32.45
267.44	7930.96	19.38
267.54	7934.21	19.88
267.64	7937.46	20.38
267.74	7940.72	21.89
267.84	7943.97	29.93
267.94	7947.21	24.91
268.04	7950.46	14.85
268.14	7953.73	37.98
268.24	7956.97	18.87
268.34	7960.22	15.86
268.44	7963.47	15.36
268.54	7966.73	18.87
268.64	7969.98	25.41
268.74	7973.23	29.43
268.84	7976.48	24.91
268.94	7979.73	12.84
269.04	7982.99	10.83
269.14	7986.24	14.85
269.24	7989.49	29.43
269.34	7992.74	34.46
